date,price
a, 1003.7223828471602
a, 1003.540615864197
a, 1004.0111351120106
a, 1004.139050730761
a, 1004.1112735174245
a, 1003.7925594555232
a, 1003.7195495799947
a, 1003.6001469207895
a, 1003.2719015548781
a, 1003.208605787997
a, 1003.0335173890332
a, 1002.734771796069
a, 1002.4472746729657
a, 1002.7251851149256
a, 1003.2073564836114
a, 1002.7211183948841
a, 1002.9282918991127
a, 1003.3474923979393
a, 1003.5463008858779
a, 1003.5222497486945
a, 1003.6714456760465
a, 1003.9966864269559
a, 1003.8730734327363
a, 1003.5837203689289
a, 1003.293115881543
a, 1003.7225499849295
a, 1004.0221609515875
a, 1004.0471906616126
a, 1003.9802475333926
a, 1004.0099405865691
a, 1004.3611184891897
a, 1004.4829547297882
a, 1004.4652953989886
a, 1004.8310042322448
a, 1004.7913075621052
a, 1004.6601331502925
a, 1005.0741341604315
a, 1005.0763580051682
a, 1004.7134804542787
a, 1004.4496813118135
a, 1004.6173978832239
a, 1004.748711930331
a, 1004.7097626180704
a, 1004.3496295296324
a, 1004.6417752441652
a, 1004.2144735302822
a, 1003.8703806085881
a, 1004.0382559853763
a, 1004.0375711311535
a, 1004.081676219941
a, 1003.8359967998992
a, 1004.2442293932829
a, 1004.664789719627
a, 1004.3516999545149
a, 1004.5347763862476
a, 1004.5303773237126
a, 1004.5679673858864
a, 1004.2556348663817
a, 1004.2556681165253
a, 1004.7035834779888
a, 1005.1119993507403
a, 1005.1693654331557
a, 1005.2660261569927
a, 1005.2356432021676
a, 1004.8349174469713
a, 1005.1942191602394
a, 1005.066811742647
a, 1005.1742727949601
a, 1005.0938956985991
a, 1005.5598847620558
a, 1005.3457789460092
a, 1005.5858960869476
a, 1005.6834616636099
a, 1006.1646775129377
a, 1005.8881768233822
a, 1006.0330418026516
a, 1006.259017828042
a, 1005.9163802209923
a, 1005.5167403535147
a, 1005.1170069474236
a, 1005.5520348949914
a, 1005.120770702057
a, 1005.5283356112786
a, 1006.006329951464
a, 1006.2759910464113
a, 1006.2472035148485
a, 1006.7067909419906
a, 1006.7812252421893
a, 1007.2124118973645
a, 1007.2230272578821
a, 1007.4810220081857
a, 1007.5087280687926
a, 1007.1274545145843
a, 1007.3630065391347
a, 1007.7179460352454
a, 1008.0201751659133
a, 1007.778975874746
a, 1007.8400325373099
a, 1007.6049274467201
a, 1007.3810848009347
a, 1007.3057223746501
a, 1007.5690788964145
a, 1007.896580975485
a, 1008.1573908377476
a, 1007.8803806588954
a, 1007.4862206386723
a, 1007.8836732287988
a, 1008.1564422342263
a, 1008.6494908253885
a, 1008.539298266166
a, 1008.3027484515178
a, 1008.0500670329811
a, 1007.9317237296291
a, 1007.878346543068
a, 1008.1455512222102
a, 1007.8033736008897
a, 1007.7281964137064
a, 1008.1768159203992
a, 1008.6292871083813
a, 1008.6538978101581
a, 1008.6326704691371
a, 1008.5860660142437
a, 1008.8583250394528
a, 1008.5713377516832
a, 1008.5002509924011
a, 1008.9347184535395
a, 1009.2000539828102
a, 1009.542167834833
a, 1009.2474969123787
a, 1009.3889708357709
a, 1009.7453276252761
a, 1010.130639785701
a, 1010.5770441041261
a, 1010.8001109539006
a, 1010.7791452269865
a, 1011.166702957968
a, 1011.6226255101694
a, 1011.439608586226
a, 1011.8490973329731
a, 1011.4343660076928
a, 1011.4130126156257
a, 1011.8290150702682
a, 1011.8033074713351
a, 1012.047358207742
a, 1011.9556363602117
a, 1011.5694634026806
a, 1012.0150782478283
a, 1012.1543712417732
a, 1012.4712073141923
a, 1012.3339300923004
a, 1012.090004946652
a, 1012.4995018445635
a, 1012.5696553217048
a, 1012.5826726506899
a, 1012.7069399086544
a, 1013.0302689783068
a, 1013.4778564980492
a, 1013.079310401463
a, 1012.8605794304955
a, 1012.7359181288643
a, 1012.8764116464912
a, 1012.6294754421538
a, 1012.4589169681213
a, 1012.6640433601392
a, 1012.535940342701
a, 1012.4719069818905
a, 1012.2928342117601
a, 1011.8278828322507
a, 1012.1850027396537
a, 1012.0219875573803
a, 1012.0381865555596
a, 1012.1398208880449
a, 1012.4377848702766
a, 1012.095113584344
a, 1012.5779724359346
a, 1012.7587998549561
a, 1012.5218120479421
a, 1012.8787122943129
a, 1013.2570615735376
a, 1013.5385541960233
a, 1014.0015455474645
a, 1013.5421598982629
a, 1013.622703237427
a, 1013.1297627346288
a, 1012.6859405135386
a, 1012.7340805010124
a, 1013.0058563149901
a, 1012.9636345695291
a, 1013.457712346385
a, 1013.0684968058472
a, 1012.7630647483056
a, 1013.0806083460872
a, 1012.6342943023395
a, 1012.6540178170666
a, 1012.2692056590249
a, 1011.8859276133583
a, 1012.3208503153606
a, 1012.6680546386767
a, 1012.9371090956282
a, 1012.4970137160652
a, 1012.1883066093363
a, 1012.4598852286406
a, 1012.1587112879129
a, 1011.7125732478303
a, 1011.5452836799526
a, 1011.6377944158312
a, 1011.1395759687123
a, 1010.8785207616886
a, 1010.7360488998961
a, 1010.7243599364175
a, 1010.4143494978471
a, 1010.1036641664119
a, 1010.3875069198741
a, 1010.660813788288
a, 1010.8854056046334
a, 1011.1456951170499
a, 1011.1073776246295
a, 1011.1167048379414
a, 1010.8413643778946
a, 1010.3450153057257
a, 1009.9282443343809
a, 1010.2129858888283
a, 1010.2252779029077
a, 1010.5041500106298
a, 1010.5054377350343
a, 1010.5575090891577
a, 1010.4203179946737
a, 1010.5741955035601
a, 1010.7045486198684
a, 1010.8241635356161
a, 1011.0442335131447
a, 1010.6100604153397
a, 1010.6025456871902
a, 1011.0885602423341
a, 1011.1262724624926
a, 1010.8115393584566
a, 1010.6098284013756
a, 1010.441832430728
a, 1010.2830897990896
a, 1010.4863881532166
a, 1010.9129015635283
a, 1011.2720355683699
a, 1011.5027081008859
a, 1011.7010256501386
a, 1011.43623967319
a, 1011.8476786310325
a, 1011.6916686776656
a, 1011.8805124323826
a, 1011.4260898027974
a, 1011.2434471330897
a, 1011.5332800255487
a, 1011.997646994307
a, 1012.1290611268199
a, 1011.8608379248725
a, 1011.7471162253929
a, 1011.2588706337455
a, 1011.0135799529892
a, 1011.0278177473654
a, 1011.2317829920821
a, 1011.069078795681
a, 1010.736155103181
a, 1010.246231975744
a, 1009.7777858153721
a, 1009.918337425031
a, 1010.1880099575482
a, 1009.8201836153745
a, 1009.86508397916
a, 1009.4681461549026
a, 1009.133604309338
a, 1008.8152362781607
a, 1008.4419711815835
a, 1008.2165014072717
a, 1008.3694927582242
a, 1008.1310509174385
a, 1008.5532162134872
a, 1008.3265098728365
a, 1008.4652896669719
a, 1008.2358051187095
a, 1008.3853337364494
a, 1008.6239198472475
a, 1008.4836287831686
a, 1008.862332739885
a, 1009.0081536116226
a, 1008.8788555893977
a, 1009.2278395106388
a, 1009.5111711846002
a, 1009.4818660280482
a, 1009.4810466224732
a, 1009.3592857381044
a, 1009.4784601287159
a, 1009.1541005689924
a, 1009.4124855363387
a, 1009.7999466281625
a, 1010.1764399352404
a, 1010.1300871363329
a, 1010.2230348598156
a, 1010.0182540788991
a, 1010.0530593583353
a, 1010.0835785187209
a, 1009.9130854319158
a, 1009.9805973355097
a, 1010.2686011012124
a, 1010.7516797401145
a, 1011.020923980771
a, 1011.0853321378439
a, 1011.2212066682215
a, 1011.0315832828828
a, 1011.1552354941086
a, 1011.3525799002668
a, 1011.3810417607026
a, 1011.5780756577827
a, 1011.1217589039552
a, 1011.1499172929691
a, 1010.8803456625861
a, 1011.1062110167279
a, 1011.2099528833236
a, 1010.9104793239139
a, 1011.1508723348629
a, 1010.7670427940436
a, 1010.3239992717997
a, 1010.1874422211835
a, 1009.8570128903159
a, 1010.346169248134
a, 1010.4473302757324
a, 1010.1849809538596
a, 1010.6596405569976
a, 1010.7357643097071
a, 1010.5324016559865
a, 1010.210844450851
a, 1010.6912896016454
a, 1010.9160376080849
a, 1010.7874220638472
a, 1010.9687840949363
a, 1010.6944234605038
a, 1010.320847163551
a, 1010.570331923193
a, 1010.8633741436834
a, 1010.6379087559563
a, 1010.1921365188846
a, 1010.5579580049925
a, 1010.5312520974188
a, 1010.0514757649431
a, 1009.7214323750518
a, 1009.6736342500518
a, 1009.7428430621563
a, 1010.1827497578835
a, 1010.4807200133899
a, 1010.1202299618298
a, 1010.4108995791573
a, 1010.706938620788
a, 1010.5594272164313
a, 1010.5390739373706
a, 1010.0753711440126
a, 1010.2255642186876
a, 1010.1298845507761
a, 1010.1609633981723
a, 1010.2734834367906
a, 1010.2380143087131
a, 1010.2925834610852
a, 1009.8990884959824
a, 1010.2070961246834
a, 1010.4765488513794
a, 1010.6408324572335
a, 1010.8854422715482
a, 1010.3933651707216
a, 1010.5769080852085
a, 1010.1583390537045
a, 1009.9763318497977
a, 1010.0277472216652
a, 1009.6965404134679
a, 1009.8595361050735
a, 1009.470898457973
a, 1009.1538345609506
a, 1009.2546211843423
a, 1008.9870667431303
a, 1009.1090403771042
a, 1009.4129777629029
a, 1009.3149721450254
a, 1009.542996612116
a, 1009.8741153729941
a, 1009.6779200315333
a, 1009.9882437587253
a, 1010.2977119325122
a, 1010.0384409244568
a, 1010.5297091217866
a, 1010.6790426188678
a, 1010.6901574502629
a, 1010.3459134222729
a, 1010.0844846465055
a, 1010.4349551626527
a, 1010.4113513465837
a, 1010.3091016927378
a, 1009.9983258409732
a, 1010.0000881627416
a, 1009.642701714938
a, 1009.9023726438036
a, 1010.2078751549521
a, 1009.8159773330773
a, 1009.9097398154313
a, 1010.2471359283269
a, 1009.8119542695044
a, 1009.7525645302592
a, 1010.0021380830431
a, 1010.4946635776854
a, 1010.5433542916587
a, 1011.037612763691
a, 1011.2800446103408
a, 1010.9451503803311
a, 1010.7612636027711
a, 1010.5770900236336
a, 1010.7708774724258
a, 1011.15724675928
a, 1011.5343406778603
a, 1011.5131581751336
a, 1011.909251939202
a, 1011.8702198420254
a, 1012.0986195825442
a, 1012.2825997387203
a, 1012.5496015525765
a, 1012.2526048535811
a, 1012.2294684652559
a, 1012.4887875940648
a, 1012.8918396731134
a, 1012.6927739628223
a, 1012.4589934440597
a, 1012.0524191487245
a, 1012.3662604914782
a, 1012.3252746417062
a, 1011.9228134030488
a, 1011.7547203677073
a, 1011.3545752674326
a, 1010.9643705598864
a, 1010.828795842486
a, 1011.1256754529103
a, 1011.1868896786136
a, 1010.953589528886
a, 1010.6208752746409
a, 1010.526827790452
a, 1010.6789807356848
a, 1010.8385643528784
a, 1010.3857695563777
a, 1010.5596027758879
a, 1010.9002333871072
a, 1010.4986219046273
a, 1010.1516573273814
a, 1009.6700963651239
a, 1009.991814593002
a, 1009.9014590045987
a, 1010.1798408512635
a, 1010.5642689383639
a, 1010.3307211390445
a, 1010.3614513097654
a, 1010.8557424155184
a, 1011.1141360362717
a, 1010.74393941454
a, 1010.4011336383925
a, 1010.5950675458074
a, 1010.1731478980947
a, 1010.5292465089253
a, 1010.9644148252014
a, 1010.6009095917058
a, 1010.7520262550594
a, 1010.8966456189281
a, 1011.2699764351436
a, 1011.4255190825536
a, 1011.8036984045208
a, 1012.2303060511705
a, 1012.3411129397459
a, 1012.7390809715946
a, 1013.1496533376892
a, 1013.4359814431732
a, 1013.0912969402415
a, 1012.7190091631834
a, 1012.5333254552453
a, 1012.1610968232908
a, 1012.1167263054377
a, 1012.5159580410711
a, 1012.1437168169714
a, 1011.7461862471213
a, 1011.9566893168007
a, 1012.4216409015203
a, 1012.4915594958389
a, 1012.8418545304667
a, 1012.4631614357195
a, 1012.8805448212494
a, 1012.715471129124
a, 1012.4329132597827
a, 1012.5654383178359
a, 1012.4153906663332
a, 1012.8074837048262
a, 1013.0153121008774
a, 1013.0049901045488
a, 1012.9211688519987
a, 1013.3434944622152
a, 1013.4939066822685
a, 1013.4112419032087
a, 1012.9194823951594
a, 1012.7493612306952
a, 1012.3678210726727
a, 1012.1577325229615
a, 1012.0526092693251
a, 1011.974869578358
a, 1012.045966898271
a, 1012.4724611797068
a, 1012.2259449974404
a, 1012.1667209153225
a, 1011.8147199665915
a, 1011.819743182352
a, 1011.3679415628775
a, 1010.9656455489192
a, 1010.9945952258597
a, 1011.0867461417826
a, 1011.099096994805
a, 1011.202111978552
a, 1010.8613674745217
a, 1010.4605124760332
a, 1010.6229654991378
a, 1010.6745467586542
a, 1010.9091454929641
a, 1010.9223661816602
a, 1010.432997715231
a, 1010.5799094400301
a, 1010.4771923690943
a, 1010.293712874802
a, 1010.4378317384791
a, 1010.2034858022778
a, 1010.1370722427181
a, 1010.0941658141896
a, 1009.7161283572894
a, 1009.8708524786078
a, 1010.1799992286506
a, 1010.6512478330501
a, 1010.2553438919321
a, 1010.6390765185835
a, 1010.4370111037991
a, 1010.3878181924367
a, 1010.7622809399575
a, 1010.3696690854008
a, 1010.5467659672146
a, 1010.9226561384347
a, 1010.9954154509862
a, 1011.117821803818
a, 1011.2715705119148
a, 1011.5461733740559
a, 1011.7983328361948
a, 1012.2645733588937
a, 1012.273620122824
a, 1012.7531130896605
a, 1012.4363875162084
a, 1012.5930134629934
a, 1012.4170606496455
a, 1011.9796380840514
a, 1012.193605900549
a, 1011.8758710057626
a, 1012.1505139881218
a, 1011.7868605114733
a, 1011.7333520672516
a, 1012.1074752287475
a, 1011.9833966023876
a, 1012.426739709981
a, 1012.8525290377511
a, 1013.1497534301026
a, 1013.4043191015625
a, 1013.3290644299666
a, 1012.9918234374547
a, 1012.6061066245499
a, 1012.1279768681986
a, 1012.3818986259784
a, 1012.5439623482371
a, 1012.6936608112167
a, 1012.9198639772574
a, 1012.5193273681132
a, 1012.7423002799349
a, 1012.7459627637555
a, 1012.6925405955835
a, 1013.0870238295205
a, 1013.2893989132982
a, 1013.3967153258225
a, 1013.4439403988084
a, 1013.6339396534239
a, 1013.495630924999
a, 1013.8804977355609
a, 1013.4215706448865
a, 1012.9269466452185
a, 1013.0407984734359
a, 1012.9646004552305
a, 1013.2873267068641
a, 1013.4589993311546
a, 1013.9221817401453
a, 1014.1620422248209
a, 1014.3254299444667
a, 1013.911725744655
a, 1014.1949566247504
a, 1014.0077528126535
a, 1014.0880187909154
a, 1014.5553707024345
a, 1014.7449239363681
a, 1014.3866317706565
a, 1014.558309334221
a, 1014.1187985747024
a, 1014.4378085245663
a, 1014.1537095924723
a, 1014.286841604501
a, 1014.500120309901
a, 1014.5924260308103
a, 1014.3834506303773
a, 1014.6557041821598
a, 1014.9643622075356
a, 1014.7723830669842
a, 1014.4214053928915
a, 1014.2919571576415
a, 1014.7206700420004
a, 1014.9379882103447
a, 1014.6895394295681
a, 1015.132269570819
a, 1014.638746189394
a, 1014.6107063278457
a, 1014.1109218039832
a, 1014.4002553552759
a, 1014.5329668039267
a, 1014.2446041081697
a, 1014.1931081815168
a, 1014.6608645895859
a, 1014.6222203873011
a, 1014.3904350046533
a, 1014.8118524054861
a, 1015.0654118597812
a, 1014.7338048559228
a, 1014.9320678518205
a, 1014.4480172789001
a, 1014.0807344355984
a, 1013.9139650244658
a, 1014.183576091518
a, 1014.6347945177934
a, 1014.1773227051607
a, 1013.6854831826606
a, 1013.2630711337792
a, 1012.8959185403155
a, 1013.128157913908
a, 1013.0838366919271
a, 1012.631321900361
a, 1013.0496787612556
a, 1012.7775600967548
a, 1013.2686833727442
a, 1013.1438343648109
a, 1013.3401420432488
a, 1013.6072918544243
a, 1013.6205281906587
a, 1013.2504417106408
a, 1013.0026322540393
a, 1012.6787532474493
a, 1012.5369034107626
a, 1012.250265630755
a, 1012.0083645195188
a, 1012.2956954743103
a, 1012.5963048505455
a, 1012.6628329434532
a, 1012.5630038110928
a, 1012.9335186995255
a, 1013.4151085547816
a, 1013.058699247677
a, 1013.0937914079886
a, 1013.3672009704934
a, 1013.8145682628918
a, 1014.2574725313707
a, 1013.8305699805217
a, 1013.4222017462376
a, 1013.7615449165415
a, 1013.4166062064762
a, 1013.3924198496131
a, 1013.3728771143216
a, 1012.956209424204
a, 1013.3508132419969
a, 1012.853133658831
a, 1013.3120273350569
a, 1013.5174812401735
a, 1013.1237819077919
a, 1012.7330493549468
a, 1012.7259702887187
a, 1012.3442376162315
a, 1011.9682484780172
a, 1012.0826924540413
a, 1011.7773754373956
a, 1012.1330747705022
a, 1012.4396848922282
a, 1012.62533425401
a, 1012.4072399481095
a, 1012.3557920329371
a, 1011.9382134802311
a, 1011.7454909427646
a, 1011.9363374497742
a, 1011.6579564475368
a, 1011.4987159257017
a, 1011.4464281481456
a, 1011.8090457874753
a, 1012.0893922838783
a, 1012.4517060282103
a, 1012.8634645345963
a, 1012.8169809478854
a, 1012.424277362242
a, 1012.0108165902927
a, 1011.9550237402998
a, 1011.6047971840542
a, 1011.5261422045762
a, 1011.4077677202458
a, 1011.3261146548631
a, 1011.4439331757112
a, 1011.64216123685
a, 1011.7066292056625
a, 1011.4998809223943
a, 1011.7368643397269
a, 1012.0331447428439
a, 1012.4969694803225
a, 1012.0207447170725
a, 1011.8019089782213
a, 1011.7014822276235
a, 1012.0831964797031
a, 1012.1893724513893
a, 1012.3188333120676
a, 1012.6314393413464
a, 1013.021311373859
a, 1012.9228069666149
a, 1013.2699763860852
a, 1013.0806321711655
a, 1013.1421526287256
a, 1013.6356811425233
a, 1013.495598908944
a, 1013.8801827991936
a, 1013.5096897031107
a, 1013.8183762531032
a, 1013.6026039133621
a, 1013.4929867580348
a, 1013.2797194377619
a, 1012.8474007256154
a, 1012.4863165665203
a, 1012.3390447792617
a, 1012.7003375740288
a, 1013.1297189952526
a, 1012.762044666595
a, 1012.4463009846153
a, 1011.97806008657
a, 1012.3113880932754
a, 1012.3874781632636
a, 1012.7904129397207
a, 1012.9530361310993
a, 1013.0781600327791
a, 1013.2342999173563
a, 1013.0794152572536
a, 1012.8827800861786
a, 1012.433469714166
a, 1012.1998574861833
a, 1012.679568990718
a, 1012.6368857747871
a, 1012.5024537132981
a, 1012.3025807805329
a, 1012.0952286321663
a, 1012.5596481205089
a, 1012.1908264536792
a, 1012.3415206456897
a, 1012.3803376914166
a, 1012.6738570847115
a, 1012.5640919550435
a, 1013.0410268505013
a, 1013.0514712606756
a, 1012.8313735065713
a, 1013.0010503971314
a, 1013.3192814348805
a, 1012.95941493836
a, 1013.2333201651788
a, 1013.564405049257
a, 1013.5720573832252
a, 1013.7292157626307
a, 1013.8066481053793
a, 1014.1851031444032
a, 1013.9631187697374
a, 1013.7629604305658
a, 1013.3828288726058
a, 1013.3659678621788
a, 1013.4512701868202
a, 1013.7022605932362
a, 1013.9360225089243
a, 1013.5858044433719
a, 1013.4041558454677
a, 1013.7334181283409
a, 1013.3284010105928
a, 1013.058087516565
a, 1013.3771054986398
a, 1013.6421733341763
a, 1013.6887781268971
a, 1013.8581830022524
a, 1013.8279970376157
a, 1013.8138665262617
a, 1013.9831390270853
a, 1014.2189994385749
a, 1014.7107659719703
a, 1014.8307444763568
a, 1015.1988753732197
a, 1014.9283433617928
a, 1014.8348999702029
a, 1015.0005623303415
a, 1015.2049848708275
a, 1015.482332403189
a, 1015.7950103469587
a, 1015.8089348899935
a, 1015.8240969016664
a, 1016.136689083297
a, 1016.0478839294886
a, 1015.8129872193646
a, 1016.1037721825921
a, 1015.6160536603222
a, 1015.7079012735326
a, 1016.0350602914436
a, 1016.2497562849244
a, 1016.3015899987496
a, 1016.0085925613881
a, 1015.6454284388211
a, 1015.951916698496
a, 1016.2559478172566
a, 1016.4978049576508
a, 1016.6596522845688
a, 1017.0458522313561
a, 1017.0429608956289
a, 1017.2411893668908
a, 1017.0156473633394
a, 1016.5456320791803
a, 1016.9058626252953
a, 1016.7100012307715
a, 1016.7482563312245
a, 1016.7214209792173
a, 1016.4638459236371
a, 1016.2292204053186
a, 1016.5395251397865
a, 1016.0856653939487
a, 1015.9092758001436
a, 1015.4224302675332
a, 1015.9075810493786
a, 1015.8483414807979
a, 1015.3509180072028
a, 1015.6967223057891
a, 1016.0873244531224
a, 1015.7294554194182
a, 1015.6157769837286
a, 1015.9653296649744
a, 1015.880971517549
a, 1015.7572637846204
a, 1016.1735059105966
a, 1015.7618196161164
a, 1016.0941056777654
a, 1016.5403526265706
a, 1016.6229047594853
a, 1016.3960634337267
a, 1016.4925944544792
a, 1016.5661617532681
a, 1016.4793012659328
a, 1016.3948729768719
a, 1016.5189795193852
a, 1016.8111748910771
a, 1016.6820060450374
a, 1016.7830475911068
a, 1016.3284094899059
a, 1016.042566861596
a, 1015.8536873905297
a, 1015.4073542403645
a, 1015.2987379305589
a, 1015.4291409364112
a, 1015.9269839335118
a, 1016.4261822916951
a, 1016.3152394033849
a, 1016.285950777292
a, 1016.5831355403664
a, 1017.0432390360268
a, 1016.9324747291527
a, 1016.9244665993597
a, 1016.8820187521135
a, 1016.9261363761572
a, 1017.3073758846654
a, 1017.287383269435
a, 1016.8306895659426
a, 1016.507557782134
a, 1016.7193337297124
a, 1016.8962674833676
a, 1017.307757438403
a, 1017.6052583386211
a, 1017.2483296645588
a, 1017.1701494960839
a, 1016.7054729082096
a, 1016.7772672922506
a, 1016.7904144128732
a, 1016.9140857429842
a, 1016.6399295478741
a, 1016.7037718385981
a, 1017.1056703468959
a, 1016.7648626782619
a, 1016.3325302309579
a, 1016.4781481080993
a, 1016.373845634266
a, 1016.6828184903633
a, 1016.3373116745746
a, 1015.8943928622775
a, 1015.5585274045211
a, 1015.5508784149174
a, 1015.2206757361735
a, 1015.0919737894295
a, 1014.7435852318823
a, 1014.544422438674
a, 1014.3335011960685
a, 1014.1331958773598
a, 1014.2236769003848
a, 1013.8979249851816
a, 1014.2446072085779
a, 1013.7875471508028
a, 1013.5044161478809
a, 1013.0156611500416
a, 1013.1652769351227
a, 1012.7471770176998
a, 1013.0111221605813
a, 1013.0314664272274
a, 1012.6844611361586
a, 1013.0476503863607
a, 1012.778157101104
a, 1012.3463365668912
a, 1011.9414494546235
a, 1011.4488889498352
a, 1011.6387678016508
a, 1011.299120807642
a, 1011.1951841286319
a, 1011.5200373500161
a, 1011.4563768618307
a, 1011.0059981410014
a, 1011.2677939145483
a, 1011.7148616813986
a, 1011.6041012541286
a, 1011.8712743294693
a, 1012.3139424619403
a, 1012.7501050821857
a, 1012.8286259218652
a, 1013.1507251226168
a, 1012.7759935955601
a, 1013.2029547347621
a, 1013.1439480935934
a, 1012.8744569323349
a, 1012.940703409363
a, 1012.9470297049902
a, 1013.3080763082887
a, 1013.6618294577693
a, 1013.2942566934922
a, 1013.734702902361
a, 1014.0360171544684
a, 1014.4935816691969
a, 1014.6362549724053
a, 1015.0440076084313
a, 1015.4886964098395
a, 1015.9410591688821
a, 1016.3719963319021
a, 1016.84208803616
a, 1016.8005590561315
a, 1016.3201342451832
a, 1016.1342583813233
a, 1015.6343736213216
a, 1015.774280872226
a, 1015.9930114292004
a, 1016.4888970268532
a, 1016.0477995558849
a, 1016.5018808356631
a, 1016.3508715661844
a, 1016.750769438282
a, 1016.671503390739
a, 1016.603876009972
a, 1016.1847347246941
a, 1016.2708213796517
a, 1016.388186028864
a, 1016.2759356525281
a, 1016.0401347302989
a, 1016.0554664892496
a, 1016.232301481988
a, 1016.0875668926133
a, 1015.9678288877944
a, 1016.0537443003071
a, 1016.0210522071775
a, 1016.4966336110705
a, 1016.65236956614
a, 1016.9194705659911
a, 1017.0961331782789
a, 1017.1057632064466
a, 1016.6264833081221
a, 1016.2619431343693
a, 1015.8627945525811
a, 1015.621354110339
a, 1015.7329248326655
a, 1015.5395865523448
a, 1015.5992696094005
a, 1016.0085143073276
a, 1016.3494979961147
a, 1016.2675856532551
a, 1016.5564175237374
a, 1016.6826210899591
a, 1016.6289098412807
a, 1016.9417042866925
a, 1016.6329340852867
a, 1016.2587582082783
a, 1016.6346941570412
a, 1016.5869510235727
a, 1017.0804890997694
a, 1016.7444718956239
a, 1016.8208024640521
a, 1016.7451543972638
a, 1016.5832256841661
a, 1016.3796077682201
a, 1016.4953792299144
a, 1016.4351393966201
a, 1016.3233494941542
a, 1016.6303468063664
a, 1017.0921561518456
a, 1017.3415427408676
a, 1017.7715755743197
a, 1017.8623951044925
a, 1018.2399448788374
a, 1017.92550973668
a, 1017.779141969522
a, 1017.7830146407691
a, 1017.5790216653709
a, 1017.1487028678099
a, 1016.8234817713898
a, 1017.1209672058793
a, 1016.8329675213488
a, 1016.3541314748683
a, 1016.5293457775491
a, 1016.6613014769744
a, 1016.8232973966828
a, 1016.8377636110755
a, 1016.4612906286922
a, 1016.2967522780305
a, 1016.1586835081885
a, 1016.551838869423
a, 1016.3703736291158
a, 1016.75949451009
a, 1016.5023832745883
a, 1016.7874811190306
a, 1017.2196261239746
a, 1016.9876070715925
a, 1017.4283452230642
a, 1017.2893336837021
a, 1017.1308430488398
a, 1016.633831746802
a, 1016.585146105394
a, 1016.8714042997487
a, 1016.442992902196
a, 1016.3305416831481
a, 1016.2951846966746
a, 1016.6847465044118
a, 1016.8468823733417
a, 1016.9890902789916
a, 1016.5359949684738
a, 1016.258676977048
a, 1016.360879516801
a, 1016.7910229277887
a, 1016.3909293532557
a, 1016.8819494624663
a, 1016.5447703633249
a, 1016.7095496099415
a, 1016.842551187544
a, 1016.8779539146084
a, 1016.9405140667988
a, 1017.3834287820973
a, 1017.4992747881711
a, 1017.8664718018322
a, 1017.527472542051
a, 1017.3236140470028
a, 1016.9089671783007
a, 1016.4998079230811
a, 1016.4844438077548
a, 1016.6800371244551
a, 1016.6829616059873
a, 1016.3617522512632
a, 1016.2522887286451
a, 1015.846227303444
a, 1016.0903371509386
a, 1016.175000490964
a, 1015.6874232518428
a, 1015.8916981132836
a, 1016.1632145633904
a, 1016.1922851276913
a, 1016.0608597957892
a, 1016.317108256771
a, 1016.4570505758592
a, 1015.9821783617444
a, 1016.2368649134933
a, 1016.5588476452997
a, 1016.2944609742818
a, 1016.260153145452
